full_model_td,full_model_asd,intensity_channel_td,intensity_channel_asd,orientation_channel_td,orientation_channel_asd,color_channel_td,color_channel_asd,motion_channel_td,motion_channel_asd,flicker_channel_td,flicker_channel_asd
0.828699516,0.822761769,0.822118054,0.822972097,0.866161812,0.848533233,0.754160935,0.773375745,0.795792899,0.806706842,0.769859178,0.765339354
0.830585335,0.826842259,0.818405244,0.825882544,0.872402726,0.853346842,0.755203338,0.778336223,0.795122191,0.810185272,0.769843047,0.769848366
0.830262001,0.826651604,0.816955459,0.823662022,0.872268139,0.853629979,0.756161466,0.778678121,0.794213225,0.808919041,0.768755456,0.767520391
0.830779722,0.825415367,0.820356561,0.822463684,0.861749601,0.85064002,0.770327795,0.778966227,0.800595052,0.808571726,0.778705381,0.767697808
0.773885876,0.786698199,0.769176057,0.788798395,0.770410882,0.773083434,0.795154992,0.802522533,0.771202116,0.789539975,0.761289753,0.765183878
0.759463367,0.78273012,0.754510585,0.784726721,0.759681479,0.768808275,0.782672526,0.796460403,0.753402623,0.783983092,0.751655481,0.761497792
0.735387789,0.772211864,0.735536205,0.779433681,0.72962147,0.754149359,0.767327631,0.793180591,0.735106348,0.778068882,0.737681319,0.761576635
0.748121407,0.773798359,0.746364488,0.779984839,0.738194293,0.755952822,0.780710384,0.795730635,0.747178592,0.777509052,0.750908244,0.758348301
0.753063183,0.775802268,0.752099314,0.781384297,0.746845697,0.759396231,0.777809876,0.796591042,0.752911835,0.777491943,0.761726311,0.75870722
0.740613095,0.773014327,0.7357111,0.767410999,0.741796399,0.768878925,0.770671236,0.793097774,0.738744117,0.766749006,0.755021181,0.758044782
0.735914069,0.772814009,0.731797735,0.768557734,0.735693041,0.766551529,0.771402357,0.798850738,0.735769327,0.769599287,0.755021181,0.764497836
0.74427012,0.769325992,0.740519379,0.762860867,0.744241703,0.766861329,0.778602898,0.795230334,0.744229919,0.763374107,0.761698109,0.760860986
0.738890365,0.78295276,0.735505625,0.77593284,0.74004177,0.781784819,0.77279722,0.805536097,0.738907395,0.776716401,0.755518304,0.774550629
0.751696025,0.788287608,0.747713396,0.77727816,0.753589522,0.791117089,0.787176607,0.812645257,0.752960814,0.780533418,0.767942174,0.782153507
0.783588708,0.795262651,0.7771675,0.783166122,0.792721528,0.798160195,0.807696875,0.819164858,0.781286392,0.787154729,0.795825826,0.791519141
0.810711162,0.800501793,0.802235037,0.790238585,0.818964279,0.799973726,0.831913122,0.827053555,0.806412773,0.79455962,0.817918026,0.795570608
0.823592706,0.802842518,0.820000221,0.793358503,0.833723719,0.803282363,0.839241477,0.830564536,0.819243699,0.797101825,0.825686188,0.801056737
0.840208518,0.818561732,0.836447845,0.812368864,0.847298945,0.81265761,0.859257857,0.845308016,0.837358981,0.816282182,0.837001574,0.813684471
0.842128432,0.824390894,0.843799306,0.824122315,0.840280634,0.816837305,0.865337625,0.851842921,0.842351966,0.825296509,0.837854944,0.818335416
0.847575109,0.826035237,0.850863151,0.828251076,0.841791277,0.814427588,0.869486795,0.850941301,0.851177359,0.831009786,0.846612192,0.819506356
0.849123406,0.826964306,0.853827237,0.832106534,0.837381376,0.813600278,0.873088282,0.855058186,0.854093173,0.834558699,0.845875435,0.82250633
0.856964179,0.839582859,0.862045236,0.843362884,0.848693627,0.828828492,0.875573395,0.859382657,0.864868931,0.846213728,0.846131471,0.829443682
0.879860615,0.850569874,0.883009813,0.859101741,0.867696336,0.839397599,0.88515989,0.859935248,0.883365563,0.86004451,0.857909123,0.835987279
0.879967511,0.853911258,0.883749914,0.86372439,0.865830837,0.840594856,0.884309393,0.863435783,0.883645255,0.864971414,0.857909123,0.838632692
0.8754444,0.851308164,0.880182677,0.862117605,0.856384883,0.836698057,0.891180114,0.86288667,0.88538369,0.864650794,0.857909123,0.838778726
0.893849111,0.865212185,0.879438255,0.860773823,0.87767802,0.859269429,0.891424912,0.86134891,0.887137724,0.865949446,0.857909123,0.839341385
0.902809554,0.874070293,0.890690323,0.867302253,0.880130156,0.866483882,0.895449887,0.869465729,0.899717044,0.872939568,0.857909123,0.843690516
0.904439074,0.870470448,0.895416528,0.862732702,0.876456517,0.864372045,0.897585177,0.865975285,0.904244608,0.869426254,0.857909123,0.840269843
0.899300665,0.871704647,0.894048665,0.863813992,0.875791273,0.865779147,0.899844341,0.869793696,0.904997277,0.870139695,0.857909123,0.843183188
0.89458403,0.86391724,0.890747981,0.861670175,0.868476376,0.858911704,0.896713317,0.866265558,0.900871787,0.866088902,0.857909123,0.842023361
0.897054976,0.867429429,0.89198024,0.861867937,0.874642585,0.859104759,0.895947115,0.86737558,0.903623317,0.867791361,0.857909123,0.840691363
0.89541734,0.867293218,0.894788421,0.863260552,0.862594365,0.852609331,0.897239599,0.868688107,0.906866516,0.86923455,0.857909123,0.840564762
0.897730401,0.873119271,0.896519314,0.868011913,0.863618823,0.858186641,0.899366999,0.871074221,0.907817689,0.874564799,0.857909123,0.842049049
0.897181821,0.877376867,0.894520836,0.86955969,0.874328323,0.865533839,0.896311914,0.871038972,0.906604117,0.87626639,0.857909123,0.840341238
0.898776973,0.879486495,0.899951732,0.871832148,0.869746631,0.866702719,0.894193268,0.873087075,0.910981409,0.87909376,0.857909123,0.84046947
0.899343241,0.874239716,0.894191385,0.867804605,0.87675273,0.863690578,0.895628679,0.867896095,0.904909337,0.876040435,0.857909123,0.84007903
0.898512542,0.878465548,0.892854716,0.869867551,0.87730809,0.867062658,0.89364743,0.87484711,0.903282525,0.877873194,0.857909123,0.838371907
0.89412258,0.881343405,0.894125549,0.875597867,0.87153929,0.869552872,0.897359866,0.877102337,0.903256759,0.882607227,0.857909123,0.84007903
0.898224075,0.882233461,0.898548474,0.876022128,0.873469525,0.870164067,0.902945434,0.876964881,0.906541157,0.883403794,0.857909123,0.841348753
0.902597891,0.88271001,0.899799658,0.876145006,0.878935127,0.868959294,0.907016491,0.88152822,0.908515499,0.882753139,0.857909123,0.841219695
0.901257407,0.881624661,0.897662621,0.873869748,0.879061934,0.870270836,0.903897845,0.8809658,0.907630711,0.88029606,0.857909123,0.843154165
0.897309691,0.883378287,0.892049644,0.874666715,0.879010736,0.871045414,0.899767113,0.882577797,0.902946666,0.880761944,0.857909123,0.843154165
0.899340701,0.883779035,0.892681275,0.873292543,0.884106591,0.873059851,0.902213143,0.881287471,0.90232391,0.879790505,0.857909123,0.843263461
0.899748544,0.883820716,0.892314332,0.871663835,0.883264782,0.874215344,0.903063825,0.881498717,0.902396961,0.879121505,0.857909123,0.845556003
0.897994963,0.883129017,0.890844844,0.870490621,0.881946081,0.874425833,0.90164474,0.879582817,0.900561735,0.87815981,0.857909123,0.84427229
0.899009908,0.885673309,0.891138947,0.869724641,0.882731162,0.878815989,0.899292656,0.881063944,0.898827402,0.877930177,0.857909123,0.843938086
0.899042044,0.88557366,0.889203894,0.87080905,0.884455822,0.878551772,0.898146846,0.881252943,0.897939313,0.879612803,0.857909123,0.844916939
0.900424705,0.887706504,0.89004054,0.872483557,0.887226716,0.881358508,0.898818459,0.886033613,0.899304273,0.881825689,0.853952313,0.845015365
0.906459511,0.895467028,0.889685994,0.875993436,0.898048301,0.886030491,0.903137417,0.889072631,0.900979873,0.884112822,0.853858103,0.844488568
0.905611128,0.896241887,0.888056674,0.876987899,0.894560951,0.887536249,0.905918789,0.889614205,0.900532738,0.885560001,0.854042241,0.844587979
0.905978591,0.89857938,0.886899117,0.880317865,0.895475012,0.885796118,0.904619306,0.891597453,0.899909556,0.888976823,0.854128171,0.844387661
0.91150953,0.892647734,0.892266444,0.876299174,0.89946373,0.881984519,0.907702979,0.887490292,0.902336436,0.884046856,0.854042241,0.841621932
0.911981097,0.895359379,0.890454339,0.878724507,0.90129421,0.884179718,0.908624954,0.888807197,0.902675033,0.88720939,0.854042241,0.842167241
0.912691586,0.895212354,0.888663107,0.878368741,0.905017444,0.881966919,0.910266671,0.892136434,0.902150454,0.887932345,0.853952313,0.842281313
0.914164603,0.893571707,0.887552462,0.877990716,0.905766353,0.879636464,0.913656664,0.890664858,0.900303185,0.887174418,0.854042241,0.840634563
0.913642186,0.897144725,0.887884855,0.882495311,0.903954582,0.882133152,0.916776821,0.892074693,0.899788149,0.892364276,0.854042241,0.842331308
0.915948487,0.894655544,0.891671341,0.882213953,0.903666609,0.879357902,0.919153221,0.889406215,0.90367948,0.891823038,0.857909123,0.841773296
0.915389212,0.895114558,0.891426849,0.882008413,0.903990416,0.879044584,0.91387424,0.888952693,0.902555284,0.891766978,0.857909123,0.840649157
0.912360261,0.89279092,0.888667632,0.880600649,0.901714418,0.877412696,0.907799031,0.886399903,0.899619729,0.889821028,0.857909123,0.837899635
0.918337758,0.895006917,0.895263198,0.881739558,0.90914731,0.88079507,0.899009611,0.887288407,0.90486512,0.891619386,0.853952313,0.840522246
0.916230532,0.895611851,0.893328777,0.883446456,0.90724355,0.879882224,0.895637658,0.885736608,0.903346346,0.891691596,0.850175358,0.840522246
0.914439109,0.896524675,0.893150728,0.884197423,0.903932277,0.881722447,0.897821592,0.884483449,0.903488637,0.892245881,0.85034722,0.840618634
0.914176753,0.903452855,0.892852915,0.891722378,0.904271018,0.88997272,0.899205756,0.88954072,0.903170071,0.899507004,0.85034722,0.847629049
0.917030985,0.899749119,0.888944043,0.88803854,0.910313502,0.887277432,0.898526336,0.886269147,0.900645893,0.896303729,0.85034722,0.845869224
0.918414139,0.894159418,0.89206707,0.884227195,0.910564911,0.882917112,0.901074188,0.879980193,0.9040644,0.891980716,0.849995503,0.844869051
0.915099957,0.894975939,0.889313572,0.885910634,0.907178732,0.881948307,0.897828735,0.880408187,0.90122114,0.893060367,0.85034722,0.84544536
0.915701013,0.889582544,0.891556255,0.881353778,0.91083426,0.87702298,0.900662519,0.877476944,0.904450372,0.88810034,0.854042241,0.840057948
0.912472974,0.889323501,0.888622441,0.88269876,0.907394118,0.875094426,0.897399547,0.877388901,0.902177152,0.88884973,0.853952313,0.840190179
0.911223543,0.887600954,0.88901312,0.882192048,0.905726261,0.871460557,0.898428551,0.876153747,0.902188954,0.887316414,0.854042241,0.839107499
0.916849062,0.881747266,0.89596778,0.873533355,0.908570035,0.868005289,0.898620047,0.875041473,0.908975341,0.878679134,0.857909123,0.834594858
0.91158168,0.883621874,0.892950059,0.874661363,0.902604361,0.869653123,0.893866138,0.876921719,0.905770937,0.880323001,0.857909123,0.835275567
0.914319505,0.881582881,0.895139503,0.871141348,0.902232281,0.869302793,0.909535563,0.873546289,0.908636192,0.876442773,0.857909123,0.83274537
0.902673848,0.876589547,0.894873374,0.875670882,0.882889261,0.852986468,0.907603495,0.877694086,0.907077882,0.881864925,0.857909123,0.834773164
0.882601967,0.873718043,0.869149714,0.871525862,0.863839261,0.852106808,0.894174671,0.875162827,0.881099293,0.87749455,0.838922481,0.836204859
0.879881723,0.868502235,0.872755684,0.865925856,0.858232295,0.846685633,0.889614576,0.871529285,0.880959497,0.872847028,0.838480931,0.832663702
0.872993875,0.866119247,0.865126526,0.86635992,0.847858488,0.844290112,0.892757437,0.876585556,0.874021517,0.873540264,0.838018355,0.840540237
0.863597962,0.860453304,0.857397788,0.86661738,0.837228518,0.8338289,0.88697884,0.873484075,0.866461608,0.87334631,0.83604923,0.839374016
0.855281727,0.869207522,0.855509575,0.876271532,0.82336265,0.838581227,0.874778098,0.8797583,0.862644277,0.881380898,0.835563455,0.83972886
0.849243623,0.862461949,0.856147882,0.86882681,0.812611216,0.825168657,0.878145615,0.875410167,0.861943869,0.873287084,0.83604923,0.835421512
0.849491472,0.864886929,0.860272154,0.872376111,0.806256171,0.823610885,0.874291685,0.875834618,0.865177354,0.877729523,0.836960059,0.834693799
0.865571453,0.864562169,0.876044206,0.870728771,0.821334206,0.825616186,0.890178311,0.876172819,0.880585451,0.875949211,0.854128171,0.834125553
0.864661378,0.861682064,0.872413774,0.863454383,0.827509428,0.831010014,0.888563048,0.869827996,0.87752845,0.870015503,0.854289063,0.830915713
0.863509928,0.868541311,0.871833609,0.869798273,0.831183191,0.840840003,0.885960325,0.875871669,0.877552496,0.875498113,0.854128171,0.834067739
0.858047629,0.86716772,0.868797006,0.86849024,0.828439571,0.839839079,0.88337571,0.875257319,0.872903004,0.873186267,0.854042241,0.831371973
0.852355071,0.866632505,0.868059157,0.866489158,0.822715396,0.842153114,0.874978656,0.876251195,0.870586604,0.869760623,0.857909123,0.830498327
0.85441994,0.866694627,0.870144684,0.865907828,0.823701579,0.842500521,0.87618676,0.874766692,0.873874657,0.868986614,0.857909123,0.829416981
0.850010835,0.86463016,0.866217188,0.863068195,0.819424995,0.842866566,0.876457396,0.873700927,0.871573145,0.866394622,0.857909123,0.830085504
0.846474846,0.857150813,0.866199422,0.859390767,0.814202505,0.833227482,0.876413994,0.870296723,0.87166326,0.863210895,0.857909123,0.831372275
0.850200868,0.857599672,0.863928081,0.86150798,0.819701404,0.832765656,0.882082394,0.872276874,0.871406126,0.864473621,0.857909123,0.834271241
0.876043756,0.877016428,0.880082691,0.875951745,0.868220449,0.863794747,0.866750237,0.866802674,0.88591404,0.877560061,0.857909123,0.836201907
0.875779502,0.874241786,0.877333731,0.874174513,0.872897698,0.861573056,0.86417481,0.863318476,0.882655229,0.875977355,0.857909123,0.834983198
0.877229188,0.87560443,0.874934627,0.873343909,0.87393364,0.866770027,0.867249845,0.863677492,0.879715777,0.875622921,0.857909123,0.837499965
0.872814234,0.875296562,0.868741605,0.874285777,0.877515758,0.863635002,0.855212286,0.863822954,0.871752677,0.877002477,0.850279486,0.837653418
0.8701414,0.873283225,0.865493558,0.873842913,0.883035213,0.862222909,0.848580153,0.859829901,0.869083237,0.876375797,0.850113624,0.835056228
0.872614206,0.867443279,0.866415145,0.867801143,0.887409062,0.85576249,0.848355856,0.854659622,0.87024721,0.870185583,0.849940391,0.826907349
0.871413427,0.869819127,0.863649461,0.86837119,0.891031913,0.857513456,0.841023921,0.853289856,0.866201597,0.872173602,0.841149589,0.828186618
0.865973851,0.866317462,0.858698708,0.862290009,0.890619139,0.856892235,0.831406861,0.851760295,0.860484162,0.866778993,0.840785251,0.825891105
0.862084106,0.855592004,0.859225926,0.856900072,0.88058891,0.847433688,0.832085858,0.846184909,0.860511629,0.861056228,0.840785251,0.824602144
0.862800131,0.857749878,0.860406292,0.859384164,0.87984087,0.850019364,0.833107835,0.8458519,0.861946204,0.862952173,0.841149589,0.82568395
0.860999057,0.858339344,0.861640506,0.863857558,0.871745909,0.846110346,0.834004764,0.851667828,0.86304467,0.867581506,0.840785251,0.828683999
0.861617672,0.860786414,0.860952403,0.866551714,0.87466503,0.848379548,0.831251314,0.853369357,0.862183375,0.870876929,0.841149589,0.832572934
0.869406037,0.858572148,0.861484036,0.861654642,0.887186892,0.852500449,0.832437493,0.846768271,0.862702403,0.864675873,0.841149589,0.826542111
0.861953902,0.850148715,0.858514273,0.856897374,0.88111455,0.838848523,0.829282666,0.839679801,0.859489583,0.859883291,0.837086494,0.820928488
0.864648695,0.850609049,0.860547418,0.85582977,0.883145521,0.843601367,0.83164257,0.838060243,0.863090114,0.858438255,0.837529529,0.820928488
0.868772019,0.846702841,0.861230948,0.851293763,0.890763386,0.839645474,0.83434404,0.833609483,0.864689278,0.85366805,0.844592502,0.818876011
0.871794302,0.850287206,0.865087149,0.85208514,0.893883281,0.844971166,0.834135104,0.833345868,0.867414022,0.853370849,0.844881993,0.818876011
0.871167314,0.857045004,0.865156272,0.857759133,0.891287758,0.853076741,0.837642823,0.835701404,0.868560929,0.85867263,0.845159166,0.827670456
0.880029086,0.859228858,0.869854757,0.8606206,0.898625053,0.854130097,0.844787383,0.836756423,0.87359598,0.861873563,0.854042241,0.825042363
0.884812761,0.861130536,0.869333774,0.861250349,0.897942772,0.85639167,0.846446428,0.836607661,0.870596849,0.861654397,0.854128171,0.825216025
0.881108826,0.862013929,0.866382372,0.863842058,0.896110914,0.855980333,0.843764927,0.840340598,0.868172223,0.864523537,0.854210366,0.83011922
0.881653974,0.859950791,0.868868448,0.86280134,0.894298645,0.854983328,0.845502454,0.838655692,0.869835638,0.86333349,0.854289063,0.83006056
0.882513795,0.861586506,0.870034819,0.86361432,0.895059385,0.85841383,0.844731864,0.838983269,0.869149489,0.863807921,0.854289063,0.830119069
0.884618544,0.866225937,0.867753042,0.866110991,0.89524222,0.86148713,0.839121996,0.840360827,0.867098009,0.864449605,0.851328541,0.831876021
0.883732668,0.859882382,0.867635615,0.86080086,0.892518103,0.854798149,0.838210472,0.837724451,0.867676551,0.860128598,0.851465636,0.828959081
0.880686862,0.855144705,0.867515092,0.858868275,0.894605657,0.855096936,0.836347256,0.833827138,0.867619902,0.857270098,0.851465636,0.828510243
0.875864866,0.850552774,0.865881248,0.853957169,0.89372895,0.850191139,0.828995159,0.82872661,0.864696413,0.851801146,0.851328541,0.825155286
0.874199907,0.851669413,0.86551748,0.856993382,0.890984775,0.851350857,0.831466625,0.830312864,0.864454214,0.854986791,0.851328541,0.829772905
0.872544397,0.853514007,0.863055302,0.859285684,0.886211102,0.852116204,0.830549038,0.83382668,0.860769116,0.857294156,0.847255119,0.833590238
0.875974799,0.855997442,0.864292916,0.862292967,0.889205209,0.855945788,0.827978358,0.839828168,0.861639096,0.859886978,0.84770848,0.837677821
0.876840517,0.855910571,0.864801891,0.862905864,0.889863826,0.854458247,0.82737093,0.843315741,0.862105492,0.860442328,0.847486727,0.839237861
0.875671215,0.851841871,0.867683241,0.856491131,0.886274379,0.853333833,0.829581381,0.840051715,0.864256177,0.853961666,0.847255119,0.835608628
0.866496115,0.855014682,0.869615329,0.857448814,0.872562911,0.855623826,0.825795272,0.844633227,0.863272679,0.854289017,0.847012982,0.833836974
0.868909787,0.857440739,0.879533592,0.860847652,0.868683046,0.856355058,0.834030843,0.848771905,0.871502809,0.856593818,0.850879865,0.834367931
0.863795087,0.859920669,0.87634102,0.864460575,0.864800005,0.856497742,0.832502151,0.847874064,0.868492044,0.860478094,0.851328541,0.837043602
0.861852069,0.858202578,0.875758819,0.862724305,0.862494543,0.853861945,0.831357686,0.844649751,0.867859429,0.858820629,0.85103607,0.836082069
0.867592178,0.863513411,0.883041582,0.868163332,0.864646873,0.860566796,0.834833831,0.84329217,0.871887126,0.861390989,0.851185485,0.838017791
0.869551185,0.865391637,0.887513879,0.867417605,0.863519454,0.861063945,0.83506352,0.848628904,0.875833001,0.86125106,0.850375446,0.835728784
0.867402706,0.866586677,0.89584813,0.876529587,0.853025359,0.850995073,0.838455938,0.851175243,0.880418384,0.868786798,0.850535737,0.835848787
0.868596502,0.85695516,0.892105842,0.866806266,0.857900768,0.842941993,0.838521423,0.840219959,0.877995959,0.858541371,0.850375446,0.829629333
0.869671985,0.855534663,0.895173489,0.866065257,0.855685756,0.842459256,0.838351309,0.841135398,0.880432046,0.85762674,0.850535737,0.82978737
0.882960254,0.862232798,0.904349982,0.872689698,0.857382801,0.842561286,0.851057504,0.844445032,0.891586529,0.861906322,0.850912466,0.827855737
0.88558657,0.869762652,0.90850592,0.884027546,0.86041464,0.847445721,0.850150724,0.849859204,0.896195173,0.872290192,0.851061331,0.835755585
0.888439048,0.867078422,0.908318125,0.883330763,0.863917764,0.844459246,0.854955118,0.84865798,0.897266669,0.871682265,0.850756985,0.834123972
0.891047118,0.872603316,0.911263151,0.888342231,0.867971674,0.84806998,0.852881124,0.851415203,0.898081506,0.875647955,0.850912466,0.835599644
0.895309879,0.87649311,0.905898441,0.888964374,0.878784297,0.857242647,0.856663085,0.853547696,0.896412919,0.876470279,0.850594436,0.838228189
0.896724374,0.875399134,0.907659689,0.887883618,0.880347652,0.85500128,0.855581153,0.853254425,0.897140287,0.876931929,0.851061331,0.837802747
0.900886382,0.878021395,0.908560136,0.887593578,0.885243933,0.856867031,0.857841495,0.856763071,0.897648763,0.877431597,0.850756985,0.836438409
0.904246095,0.874355534,0.908404601,0.884335727,0.887862621,0.852672078,0.861832357,0.857508224,0.900130689,0.87518758,0.849821468,0.833804203
0.904526097,0.874233293,0.906452748,0.883878593,0.88524719,0.851722408,0.863488119,0.858451666,0.899835235,0.875056902,0.849462017,0.834396697
0.880420057,0.853784321,0.897992095,0.881669211,0.856733595,0.821990674,0.865723628,0.859857134,0.892758908,0.873103475,0.849821468,0.832871852
0.881004466,0.855068898,0.897161609,0.882479917,0.859110462,0.822675016,0.867875919,0.863354897,0.893252335,0.874242909,0.849821468,0.834554228
0.863440705,0.862944145,0.877166442,0.885036396,0.844107264,0.829043102,0.858689939,0.871118867,0.874504582,0.877485898,0.83277949,0.837848364
0.850304168,0.845874325,0.865028003,0.86400176,0.83716297,0.819449593,0.857275637,0.868409153,0.864713066,0.860857335,0.833314163,0.834784499
0.850421973,0.847330628,0.866444063,0.865386396,0.832007843,0.819662411,0.863721245,0.868783177,0.866369838,0.86169249,0.83277949,0.834246717
0.885046912,0.86732938,0.893689305,0.877447563,0.863783094,0.846741754,0.877457319,0.862617459,0.894239997,0.872051434,0.84964565,0.83138042
0.889320868,0.870217788,0.898175875,0.879481418,0.866189767,0.848207367,0.881984774,0.863342637,0.899104238,0.8748888,0.849821468,0.83178237
0.887689358,0.879831129,0.901538689,0.887834575,0.860255246,0.856573873,0.874839635,0.868914572,0.900225853,0.884481443,0.850151577,0.838090268
0.882706294,0.886163314,0.89924494,0.895642167,0.854665064,0.862441988,0.873380779,0.870584752,0.898236627,0.892121431,0.850151577,0.84469927
0.885117153,0.881758481,0.89798302,0.89043524,0.858369095,0.859876754,0.8721574,0.867207856,0.897090405,0.886914349,0.849821468,0.842121915
0.890885562,0.87924271,0.901494725,0.883088138,0.863873121,0.86308559,0.878342259,0.866125705,0.902628348,0.881601667,0.850306728,0.842121915
0.89576969,0.883737041,0.901033898,0.884275609,0.870350978,0.866288237,0.880943968,0.868456622,0.902029269,0.883891964,0.850151577,0.842478018
0.901954178,0.881899304,0.907156194,0.881843974,0.876090988,0.864130578,0.879550748,0.867455578,0.909176283,0.882112853,0.849989961,0.839784488
0.89742057,0.881055543,0.906504796,0.881247735,0.873332649,0.864524975,0.875762729,0.864879143,0.909116212,0.881291097,0.853534603,0.837544775
0.904352986,0.881019786,0.914516942,0.881028074,0.874896918,0.864312392,0.883857311,0.866493969,0.917684698,0.881041118,0.853534603,0.837063727
0.900340629,0.882277965,0.914242173,0.87780458,0.87420716,0.866487744,0.87804017,0.868313396,0.915371319,0.878670136,0.853534603,0.83504113
0.900978092,0.887628661,0.912623791,0.883097455,0.875134031,0.870780973,0.882058541,0.873480909,0.915194337,0.884653121,0.853534603,0.837942767
0.900675463,0.888107862,0.910072656,0.885313179,0.871167101,0.869642084,0.880283459,0.87558946,0.913475556,0.887751042,0.850306728,0.837471121
0.899665066,0.883497437,0.90973084,0.882479497,0.869744648,0.865123341,0.879280548,0.86990282,0.912517968,0.883403487,0.850151577,0.834346314
0.906350219,0.884273731,0.91739444,0.884737354,0.878460142,0.865013517,0.887991091,0.869913919,0.920158697,0.885337333,0.854436821,0.8361244
0.906749879,0.884020228,0.917977667,0.886521395,0.878521791,0.864544098,0.887518079,0.866500466,0.920443428,0.886645302,0.854436821,0.83745364
0.906110086,0.88119302,0.92103008,0.881907159,0.873899381,0.864236239,0.888040536,0.863744355,0.921248546,0.884058189,0.854289063,0.835036152
0.903109806,0.878946185,0.917896281,0.882799701,0.871303921,0.861121216,0.886685039,0.860577368,0.918936824,0.884229884,0.854506267,0.835210755
0.896546643,0.882673658,0.913012188,0.888220479,0.868421117,0.861532656,0.881306053,0.863530643,0.913194008,0.889353827,0.857909123,0.835909887
0.892428673,0.880692517,0.910891904,0.888217142,0.86362883,0.86073265,0.877099459,0.862308054,0.909321923,0.888963754,0.853623879,0.835736665
0.892133389,0.879278086,0.90999223,0.887950367,0.861722531,0.859023395,0.8757261,0.860346546,0.908237428,0.888068541,0.853441528,0.836413687
0.887474971,0.882946313,0.906975218,0.891865922,0.857325571,0.864477428,0.872743938,0.861686588,0.90550788,0.890618917,0.853441528,0.839923107
0.887553817,0.882230614,0.910072234,0.891129566,0.856772568,0.864077688,0.873321814,0.863080563,0.906544536,0.889227697,0.853534603,0.839823777
0.886737226,0.878459765,0.909725513,0.889129485,0.857786657,0.858394561,0.869213705,0.862286111,0.904905761,0.886838311,0.853441528,0.839823777
0.887951566,0.87288101,0.912246483,0.887671725,0.856101331,0.852398665,0.871177138,0.857844657,0.907005972,0.88468557,0.849948306,0.840452328
0.888822681,0.873486481,0.911823854,0.889834846,0.858201605,0.85244776,0.871773052,0.858303053,0.907396567,0.88604198,0.849948306,0.843097217
0.887038881,0.874590292,0.909607217,0.888441607,0.858670651,0.854624763,0.872467055,0.858789404,0.904413263,0.884917472,0.849948306,0.844021252
0.890665349,0.875613193,0.91082993,0.888955836,0.861761116,0.854921001,0.876124478,0.859128582,0.907949682,0.885065107,0.849778927,0.843912753
0.888523009,0.873412388,0.909407621,0.885497553,0.858569553,0.854357565,0.872980161,0.852905506,0.906002848,0.881964338,0.849417585,0.839795269
0.892711568,0.869356159,0.91037884,0.886036159,0.86372243,0.851671063,0.873723709,0.848854648,0.906015438,0.881410246,0.849602184,0.840964723
0.896635773,0.869827354,0.911039736,0.88533662,0.867764827,0.852495457,0.875998194,0.852125962,0.90795292,0.881889251,0.849778927,0.840964723
0.893756229,0.867218366,0.907342435,0.885496573,0.865610473,0.847902288,0.8739785,0.852900904,0.905755667,0.882428297,0.849417585,0.839455181
0.890865565,0.866228766,0.906595886,0.885782078,0.863966734,0.846786738,0.871289263,0.851941358,0.904909425,0.882300749,0.849417585,0.839455181
0.887360082,0.865431928,0.901718788,0.883480452,0.864085416,0.846936447,0.869197291,0.851982831,0.900600941,0.880521709,0.849417585,0.838310853
0.885876727,0.868957525,0.901729625,0.886135467,0.862522866,0.851445057,0.868125188,0.854944697,0.900966362,0.883278526,0.849778927,0.839619644
0.883301752,0.869035592,0.886218268,0.884879053,0.87243203,0.852902189,0.873763264,0.856581596,0.88557479,0.882100915,0.84964565,0.839187609
0.88250679,0.865841198,0.89162931,0.880593811,0.867164107,0.851665264,0.873696776,0.854238048,0.89014723,0.87811933,0.849989961,0.83822115
0.88253131,0.866468299,0.891113736,0.879966668,0.867796472,0.85300848,0.873012699,0.856260133,0.889690044,0.878407027,0.849989961,0.837361398
0.877312219,0.866099246,0.891294204,0.879655779,0.861828612,0.852574656,0.869190329,0.858116856,0.888539609,0.878047399,0.849989961,0.8361707
0.879002678,0.866716109,0.888733817,0.87991457,0.867614358,0.853295571,0.869510984,0.859769811,0.88582469,0.878023068,0.849821468,0.837990081
0.881808746,0.865558145,0.891018584,0.880564785,0.869618424,0.852585355,0.873339911,0.857489068,0.888113223,0.878138368,0.849821468,0.837693641
0.877917259,0.867609482,0.885063222,0.884029839,0.869367975,0.853328957,0.870356933,0.859921726,0.881747951,0.880826573,0.849821468,0.839871602
0.881038684,0.866711983,0.885404214,0.886612085,0.874097964,0.851393943,0.872454507,0.859520347,0.883163225,0.881879662,0.853344407,0.842422507
0.881474373,0.86766042,0.887944047,0.884544685,0.871413668,0.852113508,0.87517219,0.862368448,0.886556637,0.880734677,0.853242969,0.841478362
0.886604675,0.871994867,0.889085396,0.88251151,0.873955695,0.857896922,0.878865361,0.86583533,0.88741396,0.87951582,0.853242969,0.841186085
0.88342068,0.86882699,0.888589559,0.879527812,0.873029612,0.855096061,0.87169371,0.862275803,0.886870583,0.874904957,0.85313692,0.84092064
0.883241515,0.867325586,0.885130223,0.877864984,0.876194256,0.85278297,0.872661745,0.862847555,0.8856393,0.873298419,0.853242969,0.841054408
0.884357224,0.871543408,0.886961438,0.87935897,0.879511912,0.858770449,0.870911709,0.863346166,0.886923268,0.874542869,0.853441528,0.845770424
0.891162408,0.867455553,0.888144263,0.877075949,0.886553813,0.854267757,0.874394723,0.860660909,0.888226841,0.871139801,0.853242969,0.84480196
