full_model_td,full_model_asd,intensity_channel_td,intensity_channel_asd,orientation_channel_td,orientation_channel_asd,color_channel_td,color_channel_asd,motion_channel_td,motion_channel_asd,flicker_channel_td,flicker_channel_asd
0.906612394,0.909225839,0.858564312,0.849809413,0.911244542,0.916882792,0.857209961,0.840333903,0.834662453,0.834589453,0.731464358,0.720269745
0.914475771,0.908124472,0.854937746,0.852723948,0.91930527,0.912796404,0.857672053,0.844643613,0.832724371,0.838794854,0.727321183,0.714037442
0.924740994,0.908307844,0.863358807,0.854399639,0.929526236,0.910268358,0.867371258,0.847316638,0.841970695,0.843119746,0.721241879,0.710974422
0.918336755,0.914240533,0.858787274,0.860524662,0.925485588,0.917139944,0.859058767,0.852738554,0.836295558,0.847445003,0.712352983,0.711619279
0.904217126,0.917325351,0.848991426,0.864534734,0.912495245,0.918792338,0.845281715,0.857592084,0.826293593,0.85010229,0.706831259,0.720727068
0.904344588,0.907762649,0.846750746,0.860725441,0.909923629,0.907354887,0.84367991,0.853205088,0.828993779,0.842102194,0.701242469,0.718655673
0.89423503,0.904686956,0.841007569,0.862931203,0.902854004,0.904469672,0.837756502,0.853499674,0.818426556,0.844318207,0.694465275,0.722775226
0.895917747,0.899639099,0.83895503,0.856371072,0.900790376,0.901124635,0.839478478,0.841167123,0.816533262,0.833449324,0.696395714,0.723088799
0.901798237,0.901996437,0.842277896,0.860288957,0.905235424,0.90249525,0.848044601,0.843603186,0.821495678,0.837824079,0.713240794,0.72024108
0.887767987,0.907170621,0.823565229,0.860037822,0.897567811,0.902158188,0.820088791,0.837724535,0.7946236,0.831562072,0.713438315,0.724935138
0.8819999,0.916547463,0.809190377,0.864331689,0.893789585,0.901728801,0.808149197,0.844847399,0.774521646,0.833663822,0.717955459,0.725405237
0.89764369,0.910432756,0.795007567,0.836093341,0.89993127,0.894725606,0.804711283,0.825954482,0.777973718,0.81771307,0.714134313,0.724342946
0.901729272,0.90622683,0.786362508,0.826172299,0.9033275,0.896972175,0.812849619,0.829665486,0.773139223,0.811820091,0.713567148,0.725687845
0.908045777,0.913146411,0.78467285,0.819351387,0.907907957,0.900141916,0.834042385,0.826282423,0.794872529,0.816846641,0.717201926,0.724565227
0.909118834,0.917907431,0.780446024,0.824399558,0.909820861,0.902975314,0.828826652,0.833209101,0.789415767,0.822480733,0.71167902,0.732562052
0.920439651,0.919934514,0.790781846,0.835675226,0.915167007,0.907309427,0.849255543,0.84008446,0.808130653,0.830035672,0.717754651,0.73791374
0.919214581,0.925537549,0.792986052,0.835878483,0.914288779,0.908656366,0.852625484,0.851721941,0.818543462,0.852763503,0.716198637,0.736202252
0.915381727,0.929588476,0.802207981,0.844471978,0.919485156,0.912093566,0.867071797,0.870588519,0.834630916,0.862192298,0.715014636,0.733247767
0.915179598,0.926102695,0.782648434,0.839517576,0.911362739,0.898746791,0.844143348,0.859223727,0.821369357,0.855508772,0.714152744,0.735076295
0.907787614,0.925332453,0.804224307,0.855239184,0.893260155,0.874857443,0.855901392,0.883606271,0.826196718,0.872468319,0.714981055,0.743634469
0.89532194,0.925753102,0.800614487,0.853730981,0.889023172,0.878278342,0.830043171,0.88187881,0.815773696,0.871764697,0.711143775,0.742205696
0.899848481,0.925065705,0.816245089,0.860779762,0.892515838,0.88015741,0.864351314,0.885326133,0.838555391,0.879740347,0.710894662,0.742716676
0.910458163,0.92597106,0.841994156,0.881329425,0.899584139,0.887445484,0.884836235,0.892663636,0.860843886,0.889294956,0.710937441,0.739886108
0.914960483,0.920452498,0.828823294,0.877488017,0.89031068,0.875784156,0.876305616,0.900135145,0.85837215,0.899326678,0.707865373,0.741590594
0.918710214,0.918050266,0.838699054,0.884283496,0.889780871,0.876953419,0.877634263,0.89250015,0.883362025,0.900353409,0.70439307,0.746413073
0.909929123,0.914008088,0.883039194,0.91434619,0.883069002,0.869375457,0.90657807,0.914413556,0.900068022,0.91372075,0.707463391,0.753048281
0.910512981,0.910193074,0.878329973,0.911026107,0.885462676,0.868880928,0.90634769,0.911734683,0.893538402,0.911107023,0.70439307,0.753862352
0.908244874,0.915464722,0.897600013,0.921811909,0.873881683,0.863486676,0.904821767,0.919211661,0.901176141,0.916817821,0.707647691,0.75537618
0.893289367,0.890846079,0.870388757,0.874818862,0.875288544,0.842346454,0.879811627,0.877321887,0.88103096,0.867423677,0.711015924,0.752646681
0.915132297,0.891968891,0.915215576,0.904002354,0.873392625,0.837625522,0.922303781,0.90109823,0.911976633,0.895145875,0.715426335,0.752817998
0.888453963,0.887607181,0.893791763,0.894557342,0.862064941,0.837087163,0.890340156,0.900697739,0.880809955,0.878083801,0.723560645,0.755537276
0.89364268,0.868842496,0.879721961,0.870142841,0.868390594,0.835968304,0.900848192,0.892504911,0.8732048,0.858305394,0.717679375,0.75292665
0.878690126,0.862679246,0.87035046,0.862522402,0.855130074,0.831542176,0.894529994,0.887442771,0.86048733,0.853537454,0.715994274,0.756744213
0.883234276,0.86348367,0.873006385,0.862282743,0.839872897,0.837484148,0.876548777,0.872331977,0.86954087,0.846213181,0.713702221,0.755378196
0.779276632,0.819823887,0.76485244,0.803300795,0.810925063,0.843302993,0.785286065,0.822029753,0.698399594,0.745936831,0.721264124,0.752395033
0.743070451,0.772743456,0.805013377,0.801211076,0.779831411,0.80474163,0.590382931,0.603875373,0.645170434,0.692654893,0.717483172,0.753326264
0.753228646,0.755231591,0.716060236,0.715459087,0.713909536,0.733227081,0.727602921,0.716434164,0.705676497,0.696625061,0.725930279,0.755142087
0.744564621,0.757613469,0.707029387,0.715348148,0.704046078,0.733367612,0.718363736,0.723912324,0.697038198,0.697979889,0.723748538,0.748203539
0.756292918,0.763850823,0.730312419,0.721070778,0.734195381,0.737900435,0.748563252,0.731440987,0.714369848,0.708184206,0.734190037,0.748799769
0.766776328,0.777423066,0.734265299,0.734211477,0.741127854,0.753457923,0.756269834,0.745270802,0.716753235,0.712522581,0.733076551,0.747574522
0.543086671,0.533517797,0.469536706,0.475168978,0.590929415,0.579553835,0.442179976,0.431479474,0.464293771,0.46251348,0.728562203,0.739284292
0.604857036,0.602591876,0.617302081,0.623314863,0.710027724,0.694439895,0.491688568,0.503316229,0.531867358,0.536372709,0.732343155,0.734959372
0.705689968,0.7004235,0.743112327,0.73390602,0.747916331,0.742263972,0.675046309,0.669883731,0.650300401,0.638898148,0.730922815,0.724322186
0.697951629,0.686659434,0.757829578,0.735724668,0.744911126,0.73554903,0.683992496,0.680441592,0.62444534,0.616783272,0.732002577,0.718981072
0.729410249,0.709785275,0.789183071,0.762285685,0.766890429,0.744384839,0.723057521,0.71636493,0.64325097,0.644200539,0.73148521,0.717453459
0.727714019,0.690094596,0.788261984,0.747892913,0.780168122,0.750477578,0.684124263,0.646808836,0.669282326,0.626758552,0.753872325,0.72095395
0.740035744,0.697566256,0.798349786,0.750262759,0.748973339,0.719770693,0.735065941,0.693447187,0.718431195,0.671330703,0.765450905,0.723343653
0.742884871,0.68196026,0.793218391,0.72572063,0.769966993,0.727155838,0.725003665,0.663174704,0.69777117,0.62796763,0.768892973,0.73199079
0.719569162,0.691512876,0.775575182,0.748594577,0.726989556,0.708018074,0.71272857,0.683869697,0.700825333,0.668080455,0.747684543,0.735246182
0.752057607,0.727916373,0.802773813,0.784653817,0.764660816,0.744848481,0.725411935,0.697052142,0.73343042,0.706396544,0.75857315,0.751054044
0.769290342,0.75500006,0.811579409,0.802788777,0.780458948,0.778022308,0.705629148,0.668879949,0.762910702,0.739672814,0.749433321,0.758158764
0.772737421,0.738424034,0.816660075,0.788584603,0.782527266,0.758822291,0.70828133,0.662303147,0.765984924,0.727565236,0.759629865,0.745145072
0.772999203,0.734463856,0.819885499,0.79475494,0.776765294,0.755970675,0.693428718,0.653002968,0.768672192,0.732902674,0.767086034,0.745311398
0.791111107,0.752925323,0.831653475,0.807574822,0.782228655,0.754839533,0.72233167,0.683668373,0.800063802,0.758485032,0.76641911,0.75301181
0.792822003,0.743545607,0.826156153,0.801667453,0.785277823,0.749425334,0.733595012,0.676702165,0.80016204,0.747132133,0.763728227,0.753614284
0.804210413,0.778001044,0.829141281,0.820784325,0.796615625,0.784890182,0.742163373,0.698693788,0.806632933,0.774194002,0.766030104,0.767623334
0.822335489,0.793659543,0.843613824,0.836886348,0.814771225,0.792653622,0.760476999,0.723621587,0.825907803,0.794770951,0.789428037,0.77570862
0.809428875,0.801186772,0.827767554,0.845403668,0.808490175,0.801923879,0.747750793,0.720453823,0.805789153,0.800998706,0.78804545,0.786770837
0.787900805,0.7892156,0.816160235,0.831583338,0.787873093,0.796029791,0.728225976,0.706772052,0.783123919,0.782450897,0.792448999,0.782988892
0.806451322,0.791217176,0.855393504,0.837241348,0.80768623,0.792982009,0.735259009,0.705416394,0.813592881,0.79190291,0.81236878,0.792979344
0.81462491,0.799422516,0.859687224,0.844602307,0.797441594,0.789557542,0.76198245,0.726935484,0.831897037,0.81178466,0.817543819,0.791332974
0.798441639,0.798186284,0.851270002,0.844289286,0.782340795,0.79055216,0.735439282,0.723391726,0.820341875,0.812429126,0.822316022,0.799335926
0.798437426,0.805808359,0.845968602,0.848592936,0.784375637,0.792159436,0.757144345,0.751505864,0.813758367,0.819631824,0.829310702,0.81107734
0.808024254,0.797017145,0.852204738,0.843279563,0.801661714,0.783831561,0.751229614,0.746289359,0.817673104,0.812679222,0.842580564,0.818129812
0.799242137,0.781536193,0.851157871,0.834969586,0.792925042,0.771538972,0.735196467,0.722755172,0.817267366,0.804941133,0.842206696,0.819875976
0.81328193,0.791423789,0.858959877,0.836639611,0.801080363,0.779321355,0.770170301,0.747564006,0.83714536,0.810351705,0.849750291,0.819674579
0.806553446,0.793285425,0.857943986,0.838864142,0.787776745,0.786169853,0.772424064,0.745806021,0.830977922,0.810897082,0.846172962,0.824692317
0.798985835,0.785533133,0.850239094,0.830921646,0.779237609,0.777881603,0.765529825,0.749990254,0.826607748,0.80507903,0.846938363,0.827157249
0.825435768,0.801412856,0.861324583,0.839278779,0.81782092,0.79994287,0.779070691,0.76296721,0.835360001,0.812532575,0.854210366,0.832286182
0.824064082,0.804823018,0.86070007,0.843798702,0.817889992,0.800234513,0.779956811,0.766131384,0.835011248,0.816859262,0.854210366,0.836198769
0.818798929,0.801669622,0.859335964,0.841184903,0.808973616,0.796824544,0.782068614,0.764386539,0.833167337,0.810984128,0.854210366,0.838722591
0.821397216,0.80330467,0.857319165,0.840613841,0.813237002,0.803535497,0.786725823,0.764986315,0.830484027,0.809044035,0.854210366,0.839220943
0.809799024,0.796750265,0.851631553,0.839168452,0.79916777,0.791336885,0.787739813,0.770844499,0.827118156,0.809357312,0.854210366,0.841627988
0.801991979,0.797869254,0.846998849,0.840445282,0.797334484,0.79029843,0.780150121,0.777040379,0.816084338,0.810298732,0.857909123,0.841193825
0.804778396,0.801368155,0.847882139,0.839645091,0.793066092,0.792227302,0.791022962,0.783425893,0.82347061,0.812498084,0.857909123,0.839582156
0.810552442,0.799902156,0.850358906,0.837393508,0.802630526,0.791676272,0.788776985,0.7806961,0.825031053,0.809718132,0.857909123,0.839582156
0.827914951,0.807161643,0.862526688,0.842903058,0.822804551,0.802066457,0.791981647,0.786431437,0.83862486,0.818519821,0.848451741,0.840799175
0.833026371,0.813706263,0.864897502,0.84850307,0.828353382,0.806356508,0.796284922,0.797663859,0.84138792,0.826327078,0.845435344,0.840440328
0.832601991,0.820595212,0.866437833,0.851797601,0.82793078,0.814143622,0.799845608,0.798562892,0.845055083,0.832489045,0.836946174,0.837523038
0.854907743,0.836009281,0.877124496,0.85742362,0.854077836,0.833080863,0.818912524,0.818439767,0.866763658,0.846561958,0.832880094,0.835613128
0.849860955,0.838920703,0.869698325,0.86124409,0.854712387,0.838321619,0.811120822,0.814864994,0.857952573,0.850696393,0.815478547,0.826892982
0.855430215,0.841460858,0.871450167,0.862669267,0.868375698,0.84372905,0.799788829,0.811219043,0.859942644,0.852688897,0.797480602,0.822318983
0.858495197,0.842553585,0.873358449,0.861926451,0.874506809,0.84746371,0.794428237,0.805128088,0.863361851,0.852316707,0.789173663,0.814653226
0.851406259,0.831972401,0.87082659,0.854605422,0.854622738,0.827346848,0.798880403,0.809775298,0.861536482,0.846517877,0.783368373,0.808368484
0.852668567,0.832405035,0.870110087,0.854866019,0.861251983,0.829549269,0.793281623,0.806029129,0.860061656,0.84673198,0.772854728,0.79905929
0.852374031,0.832960522,0.869297565,0.855840608,0.85951784,0.830338504,0.794599144,0.804679654,0.858903243,0.848149668,0.772854728,0.796785822
0.861663399,0.838557738,0.857984622,0.846092591,0.886065411,0.849431615,0.79458128,0.79947516,0.848855782,0.838676932,0.77104506,0.792579044
0.861362822,0.837962474,0.858573632,0.84316373,0.88176532,0.850855447,0.798526939,0.795542609,0.851490017,0.835447491,0.764797099,0.783209598
0.862231147,0.835619224,0.859510097,0.839942984,0.883255731,0.848967504,0.794090655,0.791559243,0.851046107,0.832922817,0.762727943,0.778298606
0.857866028,0.836630192,0.846576437,0.835374817,0.883663872,0.850711545,0.80095004,0.802430636,0.837337587,0.827883786,0.759648614,0.776037954
0.863408405,0.830336145,0.851300554,0.828877187,0.888956891,0.847274762,0.802920147,0.796421313,0.840948835,0.820668122,0.765819455,0.764479052
0.864799013,0.829927116,0.850931971,0.827541238,0.892750515,0.848074783,0.803471456,0.794040771,0.84146429,0.819271563,0.765819455,0.765923422
0.865598836,0.829811385,0.852993421,0.827262436,0.890503047,0.8485406,0.811871659,0.795308134,0.84557616,0.818499164,0.764389637,0.763370649
0.863865864,0.831861254,0.851272746,0.829582676,0.887789597,0.850124284,0.810930725,0.795624721,0.84368178,0.820896501,0.764389637,0.765377486
0.866280759,0.84240308,0.855641722,0.838450585,0.892302619,0.863474267,0.808119274,0.801196411,0.845928612,0.829859408,0.773227205,0.781246058
0.86877492,0.845148361,0.858423661,0.842761078,0.890004397,0.865342649,0.810661135,0.802939347,0.84942948,0.835133557,0.781604864,0.786103063
0.884297392,0.854735762,0.885838628,0.859308081,0.899621589,0.870520477,0.805058645,0.799256491,0.876369092,0.851943037,0.794430963,0.794611346
0.879703341,0.846698508,0.884768212,0.856260036,0.88947419,0.856163819,0.814546321,0.804485123,0.880099618,0.849985648,0.800831148,0.794582019
0.87054199,0.84883823,0.877684865,0.858902612,0.883378986,0.855392309,0.810103352,0.808652893,0.870656028,0.853497437,0.796766194,0.794931145
0.869763927,0.848049858,0.878285726,0.858593832,0.881201995,0.853431893,0.810042064,0.810523573,0.870478165,0.853350199,0.803153998,0.793699662
0.871851462,0.854571727,0.877443138,0.865994087,0.887191842,0.859673806,0.80645511,0.816476447,0.869021969,0.860760535,0.799851405,0.801806437
0.881254021,0.861748242,0.887246364,0.870323258,0.901198629,0.871474824,0.801175538,0.812818493,0.874809334,0.863777902,0.812398752,0.799924116
0.873567991,0.869173781,0.8824457,0.878497445,0.890670618,0.875722641,0.805095377,0.821425139,0.869698585,0.871952795,0.813367057,0.813805026
0.876604099,0.868946813,0.87420573,0.869700875,0.897850149,0.879091629,0.812761819,0.827361461,0.862110904,0.863595853,0.816987118,0.810396651
0.877156388,0.865980999,0.875119407,0.867053296,0.897814369,0.875258601,0.814050815,0.825546773,0.863524418,0.861764342,0.816097509,0.808907731
0.876974665,0.865393123,0.875934927,0.86827298,0.892037001,0.873091191,0.814347127,0.826736528,0.865017275,0.862569652,0.825216249,0.813228677
0.867382952,0.864096096,0.869902629,0.867773294,0.87980636,0.871960957,0.819084682,0.828979933,0.857019848,0.862009371,0.821435297,0.814588822
0.86726696,0.862291218,0.871672092,0.866934203,0.878444386,0.870177643,0.823531015,0.827159536,0.858945887,0.860612353,0.817654346,0.817212737
0.86224706,0.860114592,0.869101185,0.866522194,0.87139333,0.867531432,0.822161608,0.82661875,0.857145459,0.861079173,0.820171837,0.816200845
0.865261209,0.864205797,0.867451738,0.866603191,0.875569267,0.872657331,0.824964609,0.828554778,0.856283051,0.859966361,0.81933323,0.826157928
0.865000342,0.862131264,0.875781212,0.872161866,0.871862448,0.868912824,0.819118247,0.814950183,0.862495958,0.863305391,0.821177195,0.81983712
0.866858852,0.863320145,0.876967648,0.873388414,0.874441907,0.868390456,0.820221465,0.81426182,0.863621912,0.86470985,0.820342379,0.823216227
0.848871664,0.852029876,0.86336523,0.866496631,0.845630857,0.851884243,0.825722695,0.815843998,0.853909036,0.859631078,0.810561192,0.820419559
0.841509531,0.843193406,0.86268281,0.860124185,0.833074449,0.838277544,0.83773315,0.816918193,0.855413511,0.855610184,0.815227347,0.815996277
0.841544281,0.846645535,0.85860675,0.864505298,0.839628866,0.841345577,0.831592795,0.821944652,0.851674552,0.859488526,0.807848272,0.818244192
0.85357829,0.843819748,0.864205176,0.85744354,0.86095302,0.846300148,0.830212393,0.813875712,0.856888718,0.853141219,0.812490527,0.812422032
0.864505819,0.844218245,0.868030389,0.85220194,0.877275531,0.852828703,0.828531609,0.808942791,0.863943171,0.847746694,0.817176645,0.804551521
0.868158408,0.847372682,0.870688585,0.856085792,0.880913762,0.853875732,0.827197388,0.81349429,0.86667887,0.851914352,0.818873832,0.809360491
0.8709989,0.851666652,0.873110758,0.860960646,0.883997295,0.858815089,0.824266102,0.817756502,0.869502503,0.856621966,0.818873832,0.814245229
0.874124493,0.851354894,0.87472137,0.857951151,0.889664634,0.859911268,0.821484624,0.816274804,0.870580864,0.854192353,0.817176645,0.810844702
0.866634502,0.844057488,0.875698489,0.859378502,0.872568629,0.84084936,0.823404791,0.824986471,0.871234844,0.856035963,0.813575699,0.816232503
0.86662618,0.844501182,0.872479037,0.859085465,0.872868678,0.842042301,0.820126992,0.824757101,0.8684604,0.856125183,0.806995116,0.81581585
0.86862647,0.847505531,0.869280034,0.860070137,0.882009331,0.847956585,0.813986028,0.822401496,0.864279423,0.857437798,0.801086822,0.815089541
0.880628323,0.8478248,0.882897613,0.858978764,0.89112589,0.849758487,0.821071865,0.820309766,0.878327513,0.855578556,0.814552231,0.811576167
0.884017769,0.850533483,0.883089303,0.85562906,0.898200223,0.860206684,0.819472944,0.812898831,0.87705693,0.851380595,0.818172291,0.801672722
0.882409988,0.849210121,0.885134604,0.856169389,0.897600099,0.858969488,0.821076082,0.812000915,0.880564686,0.85227009,0.819000142,0.799318996
0.886179593,0.844135887,0.886731752,0.851079582,0.902470982,0.852159776,0.816643928,0.809268483,0.881547744,0.848002176,0.814552231,0.791030029
0.886461916,0.849992869,0.881043862,0.851633306,0.910515593,0.864763837,0.809976365,0.804968197,0.876156912,0.848912524,0.804128418,0.786868394
0.881297113,0.85162177,0.877284158,0.850873295,0.906088742,0.868621172,0.799828789,0.800371842,0.871980105,0.848034669,0.795169494,0.775911494
0.884887042,0.851109039,0.878235478,0.851293445,0.911986177,0.867446149,0.795241636,0.802283654,0.87336056,0.848063216,0.789751217,0.778029962
0.868502432,0.848250541,0.860056907,0.847545882,0.896973177,0.865937378,0.778654634,0.798949584,0.853007747,0.844438263,0.777747126,0.778157577
0.858167212,0.838990993,0.856449682,0.845176511,0.875692303,0.846416093,0.786099419,0.800568151,0.850477408,0.842407949,0.777747126,0.771175572
0.860880173,0.8390445,0.858480446,0.844958622,0.878379158,0.845613829,0.784583441,0.801190192,0.853279678,0.842078696,0.768967124,0.770729906
0.863381257,0.838884888,0.860612463,0.845751302,0.880146213,0.844914963,0.786927497,0.802816532,0.855731479,0.842983424,0.773663878,0.770843929
0.864135097,0.842617816,0.861439852,0.847792582,0.885243192,0.851559387,0.782086919,0.80382168,0.856370396,0.844671907,0.773663878,0.776255107
